SpellID,name,castingtime,CastOnYou,CastOnOther,Expired,classes,desc1,desc2,manacost,recasttime,resist
44948,Precognition Rk. II,4,You gain insight into things unknown., is blessed with visions of the future.,Your vision fades.,ENC/103,Increase Mana Pool by 2044 ,Increase Mana by 122 per tick,1201,1.5,Unresistable
44949,Precognition Rk. III,4,You gain insight into things unknown., is blessed with visions of the future.,Your vision fades.,ENC/103,Increase Mana Pool by 2146 ,Increase Mana by 128 per tick,1255,1.5,Unresistable
44950,Illusion Thaell Ew,3,You feel different., feels different.,You return to your normal form.,ENC/103,Illusion: Lizardman,,225,6,Unresistable
44951,Mana Reciprocation,3,Orbs of chaotic mana swirl around you., is surrounded by orbs of chaotic mana.,The orbs fade away.,ENC/103,Trigger on Cast: Mana Reciprocation Strike,Limit: Spell Type (Detrimental only),1903,30,Unresistable
44952,Mana Reciprocation Rk. II,3,Orbs of chaotic mana swirl around you., is surrounded by orbs of chaotic mana.,The orbs fade away.,ENC/103,Trigger on Cast: Mana Reciprocation Strike II,Limit: Spell Type (Detrimental only),1989,30,Unresistable
44953,Mana Reciprocation Rk. III,3,Orbs of chaotic mana swirl around you., is surrounded by orbs of chaotic mana.,The orbs fade away.,ENC/103,Trigger on Cast: Mana Reciprocation Strike III,Limit: Spell Type (Detrimental only),2079,30,Unresistable
44969,Bafflement,1.5,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/103,Mesmerize (1/108),20% Chance to trigger: Disorientation Relapse,650,12,Magic
44970,Bafflement Rk. II,1.5,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/103,Mesmerize (1/108),25% Chance to trigger: Disorientation Relapse,650,12,Magic
44971,Bafflement Rk. III,1.5,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/103,Mesmerize (1/108),30% Chance to trigger: Disorientation Relapse,650,12,Magic
44972,Polyrefractive Assault,3,A blast of multicolored lights tears at your mind.,'s mind is torn by a blast of multicolored lights.,,ENC/103,Decrease Hitpoints by 11296.,,1243,4.5,Chromatic
44973,Polyrefractive Assault Rk. II,3,A blast of multicolored lights tears at your mind.,'s mind is torn by a blast of multicolored lights.,,ENC/103,Decrease Hitpoints by 11861.,,1299,4.5,Chromatic
44974,Polyrefractive Assault Rk. III,3,A blast of multicolored lights tears at your mind.,'s mind is torn by a blast of multicolored lights.,,ENC/103,Decrease Hitpoints by 12454.,,1357,4.5,Chromatic
44975,Frightening Rune,3,Your skin shimmers with energy.,'s skin shimmers with energy.,The shimmering energy fades.,ENC/103,Add Effect: Frightening Rune Effect,Increase Absorb Damage by 15990 ,1017,12,Unresistable
44976,Frightening Rune Rk. II,3,Your skin shimmers with energy.,'s skin shimmers with energy.,The shimmering energy fades.,ENC/103,Add Effect: Frightening Rune Effect,Increase Absorb Damage by 17189 ,1063,12,Unresistable
44977,Frightening Rune Rk. III,3,Your skin shimmers with energy.,'s skin shimmers with energy.,The shimmering energy fades.,ENC/103,Add Effect: Frightening Rune Effect,Increase Absorb Damage by 18478 ,1111,12,Unresistable
44978,Frightening Rune Effect,0,You take on a horrifying visage., takes on a horrifying visage.,Your visage returns to normal.,ENC/103,Increase Agro Multiplier by 24% ,,0,12,Unresistable
44979,Bewildering Constriction,3,You are confused and short of breath., is confused and short of breath.,You regain your senses.,ENC/104,Decrease HP when cast by 3856 ,,4549,6,Magic
44980,Bewildering Constriction Rk. II,3,You are confused and short of breath., is confused and short of breath.,You regain your senses.,ENC/104,Decrease HP when cast by 4049 ,,4730,6,Magic
44981,Bewildering Constriction Rk. III,3,You are confused and short of breath., is confused and short of breath.,You regain your senses.,ENC/104,Decrease HP when cast by 4251 ,,4917,6,Magic
44982,Brimstone Resolution,3,Your body becomes like brimstone.,'s body becomes like brimstone.,The brimstone fades.,ENC/104,,Increase Absorb Damage by 13368 ,1114,12,Unresistable
44983,Brimstone Resolution Rk. II,3,Your body becomes like brimstone.,'s body becomes like brimstone.,The brimstone fades.,ENC/104,,Increase Absorb Damage by 14036 ,1159,12,Unresistable
44984,Brimstone Resolution Rk. III,3,Your body becomes like brimstone.,'s body becomes like brimstone.,The brimstone fades.,ENC/104,,Increase Absorb Damage by 14738 ,1204,12,Unresistable
44985,Color Concourse,2,Colors converge within your brain., is stunned by a clash of colors.,,ENC/104,Stun (6.00 sec/108),,1200,12,Magic
44986,Color Concourse Rk. II,2,Colors converge within your brain., is stunned by a clash of colors.,,ENC/104,Stun (6.00 sec/108),,1200,12,Magic
44987,Color Concourse Rk. III,2,Colors converge within your brain., is stunned by a clash of colors.,,ENC/104,Stun (6.00 sec/108),,1200,12,Magic
44988,Dizzying Storm,2.5,You feel as though you are falling into a dizzying spiral., begins to spin.,You feel dizzy.,ENC/104,"Spin and Stun NPC's for 7.5(s) or PC's for 5.25(s), up to level 108.",,550,6.5,Magic
44989,Dizzying Storm Rk. II,2.5,You feel as though you are falling into a dizzying spiral., begins to spin.,You feel dizzy.,ENC/104,"Spin and Stun NPC's for 7.5(s) or PC's for 5.25(s), up to level 108.",,550,6.5,Magic
44990,Dizzying Storm Rk. III,2.5,You feel as though you are falling into a dizzying spiral., begins to spin.,You feel dizzy.,ENC/104,"Spin and Stun NPC's for 7.5(s) or PC's for 5.25(s), up to level 108.",,550,6.5,Magic
44991,Echo of Pacification,3,,,,ENC/104,Persistent Effect: Echo of Pacification Effect [44994],,813,1.5,Unresistable
44992,Echo of Pacification Rk. II,3,,,,ENC/104,Persistent Effect: Echo of Pacification Effect II [44995],,850,1.5,Unresistable
44993,Echo of Pacification Rk. III,3,,,,ENC/104,Persistent Effect: Echo of Pacification Effect III [44996],,888,1.5,Unresistable
44997,Legion of Lucem,6,A blue aura surrounds you., is surrounded in a blue aura.,The blue aura fades.,ENC/104,"Mitigate Spell Damage by 20%, 49313 total",,1036,15,Unresistable
44998,Legion of Lucem Rk. II,6,A blue aura surrounds you., is surrounded in a blue aura.,The blue aura fades.,ENC/104,"Mitigate Spell Damage by 20%, 53011 total",,1083,15,Unresistable
44999,Legion of Lucem Rk. III,6,A blue aura surrounds you., is surrounded in a blue aura.,The blue aura fades.,ENC/104,"Mitigate Spell Damage by 20%, 56987 total",,1132,15,Unresistable
45000,Deadening Wave,4,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/104,Mesmerize (2/108),,1300,6,Magic
45001,Deadening Wave Rk. II,4,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/104,Mesmerize (2/108),,1300,6,Magic
45002,Deadening Wave Rk. III,4,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/104,Mesmerize (2/108),,1300,6,Magic
45003,Darkened Rune,5,A shadowy shimmer of runes surrounds you., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/104,Increase Absorb Damage by 49313 ,Add Defensive Proc: Obscuring Darkness  rate mod 800,3056,1.5,Unresistable
45004,Darkened Rune Rk. II,5,A shadowy shimmer of runes surrounds you., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/104,Increase Absorb Damage by 53011 ,Add Defensive Proc: Obscuring Darkness II  rate mod 800,3194,1.5,Unresistable
45005,Darkened Rune Rk. III,5,A shadowy shimmer of runes surrounds you., is surrounded by a shimmer of runes.,The shimmer of runes fades.,ENC/104,Increase Absorb Damage by 56987 ,Add Defensive Proc: Obscuring Darkness III  rate mod 800,3338,1.5,Unresistable
45006,Obscuring Darkness,0,Your view is obscured by shadows.,'s view is obscured by shadows.,The shadows fade away.,ENC/104,Decrease Hate by 2817 ,,0,0,Unresistable
45007,Obscuring Darkness II,0,Your view is obscured by shadows.,'s view is obscured by shadows.,The shadows fade away.,ENC/104,Decrease Hate by 3028 ,,0,0,Unresistable
45008,Obscuring Darkness III,0,Your view is obscured by shadows.,'s view is obscured by shadows.,The shadows fade away.,ENC/104,Decrease Hate by 3255 ,,0,0,Unresistable
45009,Darkened Auspice,4,A shadowy auspice protects you., is protected by a shadowy auspice.,The auspice fades.,ENC/104,Melee Threshold Guard (75),,947,24,Unresistable
45010,Darkened Auspice Rk. II,4,A shadowy auspice protects you., is protected by a shadowy auspice.,The auspice fades.,ENC/104,Melee Threshold Guard (75),,990,24,Unresistable
45011,Darkened Auspice Rk. III,4,A shadowy auspice protects you., is protected by a shadowy auspice.,The auspice fades.,ENC/104,Melee Threshold Guard (75),,1035,24,Unresistable
45012,Hastening of Prokev,9,Your body begins to move faster.,'s body begins to move faster.,Your speed fades.,ENC/104,,Increase AGI by 204 ,3042,1.5,Unresistable
45013,Hastening of Prokev Rk. II,9,Your body begins to move faster.,'s body begins to move faster.,Your speed fades.,ENC/104,,Increase AGI by 214 ,3179,1.5,Unresistable
45014,Hastening of Prokev Rk. III,9,Your body begins to move faster.,'s body begins to move faster.,Your speed fades.,ENC/104,,Increase AGI by 225 ,3322,1.5,Unresistable
45015,Illusion Cursed Siren,3,You feel different., feels different.,You return to your normal form.,ENC/105,Illusion: Siren,,225,6,Unresistable
45016,Mana Reciprocation Aura,3,You are enveloped in an aura of pulsing mana., is enveloped in an aura of pulsing mana.,,ENC/105,Persistent Effect: Mana Reciprocation [45019],,1882,1.5,Unresistable
45017,Mana Reciprocation Aura Rk. II,3,You are enveloped in an aura of pulsing mana., is enveloped in an aura of pulsing mana.,,ENC/105,Persistent Effect: Mana Reciprocation II [45020],,1967,1.5,Unresistable
45018,Mana Reciprocation Aura Rk. III,3,You are enveloped in an aura of pulsing mana., is enveloped in an aura of pulsing mana.,,ENC/105,Persistent Effect: Mana Reciprocation III [45021],,2056,1.5,Unresistable
45022,Issuance of Mana Reciprocation,3,You are enveloped in an aura of pulsing mana., is enveloped in an aura of pulsing mana.,,ENC/105,Persistent Effect: Mana Reciprocation [45019],,1882,1.5,Unresistable
45023,Issuance of Mana Reciprocation Rk. II,3,You are enveloped in an aura of pulsing mana., is enveloped in an aura of pulsing mana.,,ENC/105,Persistent Effect: Mana Reciprocation II [45020],,1967,1.5,Unresistable
45024,Issuance of Mana Reciprocation Rk. III,3,You are enveloped in an aura of pulsing mana., is enveloped in an aura of pulsing mana.,,ENC/105,Persistent Effect: Mana Reciprocation III [45021],,2056,1.5,Unresistable
45025,Mind Storm,3,Your brain pulses in pain., cringes in pain.,Your brain stops hurting.,ENC/105,,Decrease Mana by 1522 per tick,6419,9,Chromatic
45026,Mind Storm Rk. II,3,Your brain pulses in pain., cringes in pain.,Your brain stops hurting.,ENC/105,,Decrease Mana by 1598 per tick,6674,9,Chromatic
45027,Mind Storm Rk. III,3,Your brain pulses in pain., cringes in pain.,Your brain stops hurting.,ENC/105,,Decrease Mana by 1678 per tick,6938,9,Chromatic
45028,Mindsunder,4,Your mind is sliced by a blade of pure thought.,'s mind is sliced by a blade of pure thought.,,ENC/105,Decrease Hitpoints by 22922.,,3766,9,Chromatic
45029,Mindsunder Rk. II,4,Your mind is sliced by a blade of pure thought.,'s mind is sliced by a blade of pure thought.,,ENC/105,Decrease Hitpoints by 24068.,,3935,9,Chromatic
45030,Mindsunder Rk. III,4,Your mind is sliced by a blade of pure thought.,'s mind is sliced by a blade of pure thought.,,ENC/105,Decrease Hitpoints by 25271.,,4112,9,Chromatic
45031,Anodyne Stare,3,"You feel sleepy, very sleepy...", feels very sleepy.,You wake up.,ENC/105,Mesmerize (2/108),16% Chance to trigger: Anodyne Stare Mindwipe,1400,6,Magic
45032,Anodyne Stare Rk. II,3,"You feel sleepy, very sleepy...", feels very sleepy.,You wake up.,ENC/105,Mesmerize (2/108),20% Chance to trigger: Anodyne Stare Mindwipe,1400,6,Magic
45033,Anodyne Stare Rk. III,3,"You feel sleepy, very sleepy...", feels very sleepy.,You wake up.,ENC/105,Mesmerize (2/108),24% Chance to trigger: Anodyne Stare Mindwipe,1400,6,Magic
45035,Enticer's Command,5,Your body refuses to obey you., is charmed.,You are no longer charmed.,ENC/105,Charm up to level 104,Increase AGI by 204 ,2858,1.5,Magic
45036,Enticer's Command Rk. II,5,Your body refuses to obey you., is charmed.,You are no longer charmed.,ENC/105,Charm up to level 104,Increase AGI by 214 ,2858,1.5,Magic
45037,Enticer's Command Rk. III,5,Your body refuses to obey you., is charmed.,You are no longer charmed.,ENC/105,Charm up to level 104,Increase AGI by 225 ,2858,1.5,Magic
45042,Perilous Bafflement,1.5,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/105,Mesmerize (1/108),,300,12,Magic
45043,Perilous Bafflement Rk. II,1.5,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/105,Mesmerize (1/108),,300,12,Magic
45044,Perilous Bafflement Rk. III,1.5,You are completely content to stay here forever., gazes happily into space.,You regain your senses.,ENC/105,Mesmerize (1/108),,300,12,Magic
45049,Polyrefractive Rune,5,A glowing shimmer of multicolored runes surrounds you., is surrounded by a shimmer of multicolored runes.,The shimmer of multicolored runes fades.,ENC/105,Increase Absorb Damage by 75024 ,Trigger Effect: Polyrefractive Rune Strike on Fade,4608,2.5,Unresistable
45050,Polyrefractive Rune Rk. II,5,A glowing shimmer of multicolored runes surrounds you., is surrounded by a shimmer of multicolored runes.,The shimmer of multicolored runes fades.,ENC/105,Increase Absorb Damage by 78775 ,Trigger Effect: Polyrefractive Rune Strike II on Fade,4791,2.5,Unresistable
45051,Polyrefractive Rune Rk. III,5,A glowing shimmer of multicolored runes surrounds you., is surrounded by a shimmer of multicolored runes.,The shimmer of multicolored runes fades.,ENC/105,Increase Absorb Damage by 82714 ,Trigger Effect: Polyrefractive Rune Strike III on Fade,4981,2.5,Unresistable
45052,Polyrefractive Rune Strike,0,Infinite colors pound through your brain., is stunned by infinite colors.,,ENC/105,Stun (6.00 sec/108),,0,0,Magic
45053,Polyrefractive Rune Strike II,0,Infinite colors pound through your brain., is stunned by infinite colors.,,ENC/105,Stun (6.00 sec/108),,0,0,Magic
45054,Polyrefractive Rune Strike III,0,Infinite colors pound through your brain., is stunned by infinite colors.,,ENC/105,Stun (6.00 sec/108),,0,0,Magic
45055,Enticer's Unity,0.5,,,,ENC/105,Unknown #470 (100/100/0),Unknown #470 (100/100/0),2750,36,Unresistable
45056,Enticer's Unity Rk. II,0.5,,,,ENC/105,Unknown #470 (100/100/0),Unknown #470 (100/100/0),2750,35,Unresistable
45057,Enticer's Unity Rk. III,0.5,,,,ENC/105,Unknown #470 (100/100/0),Unknown #470 (100/100/0),2750,34,Unresistable
45058,Voice of Precognition,12,You gain insight into things unknown., is blessed with visions of the future.,Your visions of the future fade.,ENC/105,Increase Mana Pool by 1947 ,Increase Mana by 116 per tick,3314,1.5,Unresistable
45059,Voice of Precognition Rk. II,12,You gain insight into things unknown., is blessed with visions of the future.,Your visions of the future fade.,ENC/105,Increase Mana Pool by 2044 ,Increase Mana by 122 per tick,3463,1.5,Unresistable
45060,Voice of Precognition Rk. III,12,You gain insight into things unknown., is blessed with visions of the future.,Your visions of the future fade.,ENC/105,Increase Mana Pool by 2146 ,Increase Mana by 128 per tick,3619,1.5,Unresistable
45061,Ward of the Enticer,6,A glowing sheen envelops your skin.,'s skin begins to glow.,The glowing sheen fades away.,ENC/105,Add Defensive Proc: Enticer's Warding Effect  rate mod 400,Negate Damage Shield Effect,650,1.5,Unresistable
45062,Ward of the Enticer Rk. II,6,A glowing sheen envelops your skin.,'s skin begins to glow.,The glowing sheen fades away.,ENC/105,Add Defensive Proc: Enticer's Warding Effect II  rate mod 400,Negate Damage Shield Effect,650,1.5,Unresistable
45063,Ward of the Enticer Rk. III,6,A glowing sheen envelops your skin.,'s skin begins to glow.,The glowing sheen fades away.,ENC/105,Add Defensive Proc: Enticer's Warding Effect III  rate mod 400,Negate Damage Shield Effect,650,1.5,Unresistable
45064,Enticer's Warding Effect,0,Blinding light baffles you., is baffled by blinding light.,,ENC/105,Mesmerize (1/108),,0,0,Magic
45065,Enticer's Warding Effect II,0,Blinding light baffles you., is baffled by blinding light.,,ENC/105,Mesmerize (1/108),,0,0,Magic
45066,Enticer's Warding Effect III,0,Blinding light baffles you., is baffled by blinding light.,,ENC/105,Mesmerize (1/108),,0,0,Magic
